x_val,y_added,y_removed,y_combined
last == pgno,1,1,2
"!F_ISSET(rep, REP_F_READY)",1,1,2
indx <= nent,1,1,2
!(block->status & (BLOCK_IN_EVICTION | BLOCK_IN_SWITCH)),2,0,2
0 == mysql_next_result(mysql),1,1,2
end % PID_LEN == 0,1,1,2
initialized,2,0,2
(block->status & BLOCK_IN_USE) && !(block->status & (BLOCK_IN_EVICTION | BLOCK_IN_SWITCH | BLOCK_REASSIGNED | BLOCK_IN_FLUSH | BLOCK_CHANGED | BLOCK_FOR_UPDATE)),2,0,2
rep->curinfo->pgno == 0,1,1,2
hash_link->requests,2,0,2
block->hash_link && block->hash_link->block == block && block->prev_changed,2,0,2
row[15] != 0,1,1,2
keycache->blocks_available <= keycache->blocks_used,1,1,2
min_val < max_val,2,0,2
dp == sep,1,1,2
"offset != offsetof(KEY_CACHE, param_buff_size)",1,1,2
dbji->bt_compare_method_id_ != NULL,1,1,2
"strncmp(Ver, MYSQL_SERVER_VERSION, sizeof(Ver)-1) >= 0",1,1,2
!block->condvar,2,0,2
thd->dbug_sentry == THD_SENTRY_MAGIC,1,0,1
sp == sep,1,0,1
!NONCHAR(ch) || ch != (char)OPND(s),1,0,1
strlen(convbuf) < sizeof(convbuf),1,0,1
reader_handle.comment_length == 10,1,0,1
do_left || (dec->len * DIG_PER_DEC1 - end) >= r_mini_shift,1,0,1
HERE() == sn+1,1,0,1
err == FALSE,1,0,1
rwp->state != 0,1,0,1
paramnr < MAX_PARAM_NR,1,0,1
FILE_BEGIN == SEEK_SET && FILE_CURRENT == SEEK_CUR && FILE_END == SEEK_END,1,0,1
get_key ? !key_offset && !key_length : key_length,1,0,1
block->next != block,1,0,1
body_found,1,0,1
length <= 0xFFFFFF,1,0,1
OP(p->strip[p->pbegin[i]]) == OLPAREN,1,0,1
rwp->state == 0,1,0,1
k <= Kmax,1,0,1
p->next == bracket+3,1,0,1
"(A)->state >= 0 || ! pthread_equal(pthread_self(), (A)->write_thread)",1,0,1
ha_part_data->auto_inc_initialized == TRUE,1,0,1
row,1,0,1
sizeof(LF_PINS) == 64,1,0,1
intg > 0,1,0,1
cnt <= keycache->hash_links_used,1,0,1
size == sizeof(enum SHOW_COMP_OPTION),1,0,1
ticket == NULL,1,0,1
"! (A)->active_writer || ! pthread_equal(pthread_self(), (A)->writer_thread)",1,0,1
size == sizeof(plugin_ref),1,0,1
"new_block, index",1,0,1
(optp->var_type & GET_TYPE_MASK) == GET_ULL,1,0,1
count <= lock->read_no_write_count,1,0,1
"*p == NULL || strcmp(*p, str) == 0",1,0,1
args->lengths[0] == 0,1,0,1
write_length != count * BUFFER_LEN,1,0,1
!all_selects_list->next_select_in_list(),1,0,1
read_length == write_length,1,0,1
tmp->text[0] != 0,1,0,1
"my_memmem(haystack, 0, needle, 3) == NULL",1,0,1
end < dec->buf + dec->len,1,0,1
extended_row.str[extended_row.length] == '\0',1,0,1
"othercase(p->charset, ch) != ch",1,0,1
ref,1,0,1
coldp != NULL,1,0,1
m->pmatch[i].rm_eo == -1,1,0,1
Flags | O_WRONLY,1,0,1
((ulonglong)(intptr)ptr) >= SIZEOF_INT,1,0,1
reader_handle.rows == 102,1,0,1
"(A)->active_writer && pthread_equal(pthread_self(), (A)->writer_thread)",1,0,1
foo2 == test_value,1,0,1
p->next == bracket+2,1,0,1
size == sizeof(T),1,0,1
!cshare->source_cache,1,0,1
!(g->iflags&BAD),1,0,1
prec1 > 0,1,0,1
(m_state == PFS_LOCK_ALLOCATED) || ready_to_exit,1,0,1
from < dec->buf + dec->len,1,0,1
p->g->sets != NULL,1,0,1
strlen(efbuf) < sizeof(efbuf),1,0,1
foo1 == test_value,1,0,1
"el->el_refresh.r_cursor.v >= el->el_terminal.t_size.v, (__F, ""\r\nre_putc: overflow! r_cursor.v == %d > %d\r\n"", el->el_refresh.r_cursor.v, el->el_terminal.t_size.v), abort()",1,0,1
" dict_field_get_col(field), dfield_get_type(dtuple_get_nth_field( dtuple, i))",1,0,1
(flag & (O_WRONLY | O_RDWR)) != (O_WRONLY | O_RDWR),1,0,1
size == sizeof(void *),1,0,1
size == sizeof(my_bool),1,0,1
my_getopt_use_args_separator,1,0,1
m_ht == NULL,1,0,1
is_format_specifier==0,1,0,1
my_thread_global_init_done,1,0,1
size == sizeof(Time_zone *),1,0,1
Flags | O_APPEND,1,0,1
queue->elements < queue->max_elements,1,0,1
read == row_len,1,0,1
sizeof(off_t) >= sizeof(intptr),1,0,1
cs_arg != NULL,1,0,1
keyinfo->key_alg != HA_KEY_ALG_RTREE,1,0,1
p->pbegin[i] != 0,1,0,1
m_dest == 0,1,0,1
fd != -1,1,0,1
"my_isalpha(charset,ch)",1,0,1
from,1,0,1
mbl == 1,1,0,1
reader_handle.forced_flushes == 4,1,0,1
"my_memmem(haystack, 10, NULL, 3) == NULL",1,0,1
p1 - buf1 <= len,1,0,1
*fmt == '$',1,0,1
optend >= cur_arg,1,0,1
args[0]->fixed,1,0,1
writer_handle.dirty == AZ_STATE_SAVED,1,0,1
map->bitmap && (prefix_size <= map->n_bits || prefix_size == (uint) ~0),1,0,1
pc == stop-1,1,0,1
ha_part_data,1,0,1
SSL_INITERR_NOERROR < e && e < SSL_INITERR_LASTERR,1,0,1
current->info != 0,1,0,1
num_threads > 1,1,0,1
"index, b.blob_page_no",1,0,1
a,1,0,1
extended_row.length+1 <= extended_row.max_length,1,0,1
vio->read_end == vio->read_pos,1,0,1
count<= keycache->blocks_used,1,0,1
!m_dest || !m_opt_hpop,1,0,1
stmt_da->is_error() || killed,1,0,1
Count > left_length,1,0,1
l_rc == 0,1,0,1
to->intg >=0,1,0,1
mysql->status != MYSQL_STATUS_READY,1,0,1
size == sizeof(uint),1,0,1
barier + d_shift < dec->buf + dec->len,1,0,1
m_ptr > m_tok_start,1,0,1
key,1,0,1
type >= 0 && type < MYSQL_CLIENT_MAX_PLUGINS,1,0,1
!info->share || !info->share->total_threads,1,0,1
p < end,1,0,1
reader_handle.check_point == 1290,1,0,1
buf != end,1,0,1
word_ptr && prefix_size <= map->n_bits,1,0,1
g->nplus == 0 || m->lastpos != NULL,1,0,1
extension != NULL,1,0,1
reader_handle.dirty == AZ_STATE_DIRTY,1,0,1
kq_fd >= 0,1,0,1
writer_handle.auto_increment == reader_handle.auto_increment,1,0,1
test.fired == 0,1,0,1
m->coldp < m->endp,1,0,1
start==0,1,0,1
info->s->options & HA_OPTION_COMPRESS_RECORD,1,0,1
"child_block, index",1,0,1
(ulong) keycache->blocks_available <= keycache->blocks_used,1,0,1
to < dec->buf + dec->len,1,0,1
def_val % block_size == 0,1,0,1
typelib.count > 1,1,0,1
"_mi_dpos(info, nod_flag, key + key_length + info->s->base.rec_reflength) < info->state->data_file_length + info->s->base.pack_reclength",1,0,1
frac0+intg0 >= 0,1,0,1
get_hash && (flags & HASH_KEEP_HASH),1,0,1
share->key_cache->key_cache_inited,1,0,1
"slow(charset, m, ssp, sep, ssub, esub) == rest",1,0,1
hash_link->requests == 0,1,0,1
typelib.count > 0,1,0,1
writer_handle.forced_flushes == reader_handle.forced_flushes + 1,1,0,1
data_len <= 255,1,0,1
table != NULL,1,0,1
"! (mp)->count || ! pthread_equal(pthread_self(), (mp)->thread)",1,0,1
length == sizeof(double),1,0,1
sizeof(buff) > SCRAMBLE_LENGTH_323,1,0,1
!MORE() || SEE(stop),1,0,1
writer_handle.check_point == reader_handle.check_point,1,0,1
(d)->len > 0,1,0,1
((elements > 0) && (first != NULL)) || ((elements == 0) || (first == NULL)),1,0,1
never,1,0,1
!(ha_table_flags() & HA_CAN_REPAIR),1,0,1
field_type() == MYSQL_TYPE_GEOMETRY,1,0,1
vseg < vseg_end,1,0,1
buf0 == to->buf || buf0 == to->buf+1,1,0,1
size == sizeof(char *),1,0,1
idx < queue->max_elements,1,0,1
"my_memmem(haystack, 10, needle, 0) == NULL",1,0,1
OPT_keep_this_one_last == array_elements(default_options),1,0,1
binlog_status_arg == VARIABLE_NOT_IN_BINLOG,1,0,1
"my_memmem(haystack, 9, needle, 3) == NULL",1,0,1
argv && *argv,1,0,1
typelib.count <= 64,1,0,1
on_update == 0,1,0,1
size >= sizeof(void*) + free_ptr_offset,1,0,1
pins->pin[i] == 0,1,0,1
size == sizeof(double),1,0,1
from >= dec->buf,1,0,1
packet_length,1,0,1
m_flags == 0,1,0,1
c < 0xf0,1,0,1
buflen == 4,1,0,1
writer_handle.rows == TEST_LOOP_NUM+1,1,0,1
m->coldp != NULL,1,0,1
table_share != NULL,1,0,1
copy == finish+4,1,0,1
"_mi_kpos(nod_flag, key) < info->state->key_file_length",1,0,1
sp == stop,1,0,1
p->slen < p->ssize,1,0,1
cshare->source_cache == write_cache,1,0,1
reader_handle.rows == TEST_LOOP_NUM,1,0,1
from <= to,1,0,1
bytes <= table->s->null_bytes,1,0,1
unsafe_type >= 0 && unsafe_type < BINLOG_STMT_UNSAFE_COUNT,1,0,1
page_status != -1,1,0,1
(d)->len >0 && ((d)->buf[0] | (d)->buf[(d)->len-1] | 1),1,0,1
cp == g->must + g->mlen,1,0,1
primary_keys_number_of,1,0,1
m->lastpos != NULL,1,0,1
!(start % sizeof(double)),1,0,1
COND,1,0,1
"(mp)->count > 0 && pthread_equal(pthread_self(), (mp)->thread)",1,0,1
block_size > 0,1,0,1
!(block->status & (BLOCK_IN_FLUSH | BLOCK_CHANGED)),1,0,1
2*sizeof(table_name) < sizeof(show_name_buff),1,0,1
array_elements(client_errors) == (CR_ERROR_LAST - CR_ERROR_FIRST + 2),1,0,1
opnd < 1<<OPSHIFT,1,0,1
ha_part_data && !auto_increment_lock,1,0,1
s < e,1,0,1
writer_handle.check_point == 96,1,0,1
writer_handle.dirty == reader_handle.dirty,1,0,1
!alloced || !Ptr || !Alloced_length || (Alloced_length >= (str_length + 1)),1,0,1
(optp->var_type & GET_TYPE_MASK) == GET_LL,1,0,1
sep == rest,1,0,1
plugin,1,0,1
((keypart_map+1) & keypart_map) == 0,1,0,1
!write_cache || (write_cache->type == WRITE_CACHE),1,0,1
(uint) i <= p->g->nsub,1,0,1
writer_handle.rows == rows_to_test_for,1,0,1
value < 1<<OPSHIFT,1,0,1
i < NPAREN,1,0,1
cp < g->must + g->mlen,1,0,1
c != -1,1,0,1
files,1,0,1
!(flags & ~(FIND_TYPE_NO_PREFIX | FIND_TYPE_ALLOW_NUMBER | FIND_TYPE_NO_OVERWRITE | FIND_TYPE_COMMA_TERM)),1,0,1
&LOCK_load_client_plugin,1,0,1
current_stmt_binlog_format == BINLOG_FORMAT_STMT || current_stmt_binlog_format == BINLOG_FORMAT_ROW,1,0,1
cursor.prev != &node->link,1,0,1
writer_handle.auto_increment == 4,1,0,1
key_cache_block_size >= 512,1,0,1
m->pmatch[i].rm_so == -1,1,0,1
"(A)->state == -1 && pthread_equal(pthread_self(), (A)->write_thread)",1,0,1
(n % 4) == 0,1,0,1
data[SCRAMBLE_LENGTH_323] == 0,1,0,1
precision && precision >= frac,1,0,1
"info->end_of_file == mysql_file_tell(info->file, MYF(0))",1,0,1
typelib.count <= 65,1,0,1
type != READ_NET && info->type != READ_NET && type != WRITE_NET && info->type != WRITE_NET && type != SEQ_READ_APPEND && info->type != SEQ_READ_APPEND,1,0,1
ptr,1,0,1
node->link != (intptr)node,1,0,1
reader_handle.rows == 0,1,0,1
(size_t) (stop - m->beginp) >= len,1,0,1
row_count == 3,1,0,1
shared_memory_base_name != NULL,1,0,1
(flag & (O_TRUNC | O_APPEND)) != (O_TRUNC | O_APPEND),1,0,1
sizeof(buffer) >= 4,1,0,1
CR_OK == -1,1,0,1
def >= 2 && def <= 7,1,0,1
timer->id == kev.ident,1,0,1
delsum+(int) y/4-temp >= 0,1,0,1
start < sizeof(mbr),1,0,1
!cmp_hash || hash->get_hash,1,0,1
fill <= 0xFFFF,1,0,1
block->type == Query_cache_block::RES_CONT,1,0,1
attribute_value != NullS,1,0,1
block->next != first_block,1,0,1
reader_handle.forced_flushes == 1,1,0,1
vio->type == VIO_TYPE_TCPIP || vio->type == VIO_TYPE_SOCKET || vio->type == VIO_TYPE_SSL,1,0,1
intg0 <= ROUND_UP(from2->intg),1,0,1
end >= dec->buf,1,0,1
state == 0,1,0,1
strlen(src) < (FN_REFLEN + 1),1,0,1
mutex != &LOCK_open,1,0,1
getopt.arg_type == OPT_ARG || getopt.id == -1,1,0,1
old_lock_type == TL_WRITE_ONLY,1,0,1
writer_handle.rows == reader_handle.rows,1,0,1
OP(p->strip[p->pend[i]]) == ORPAREN,1,0,1
"a,b,;",1,0,1
size == sizeof(LEX_STRING),1,0,1
reader_handle.forced_flushes == 0,1,0,1
length || !scale,1,0,1
arg_type == 'X' || arg_type =='x',1,0,1
m_next == NULL,1,0,1
m->pmatch[i].rm_so != -1,1,0,1
start <= stop,1,0,1
*fmt == '$' && print_arr[idx].width < MAX_ARGS,1,0,1
PIN < LF_NUM_PINS_IN_THIS_FILE,1,0,1
nc % CHAR_BIT == 0,1,0,1
from->len == to->len,1,0,1
ptr == a || ptr == b,1,0,1
p->ssize >= p->slen + len,1,0,1
read_cache->type == READ_CACHE,1,0,1
((bits < 8 * sizeof(value)) && ! (value >> bits)) || (bits == 8 * sizeof(value)),1,0,1
to >= dec->buf,1,0,1
"my_memmem(haystack, 10, needle, 2) == NULL",1,0,1
t_file2.type == WRITE_CACHE,1,0,1
dst < end,1,0,1
size > 1,1,0,1
writer_handle.forced_flushes == 2,1,0,1
pos > 0,1,0,1
!*alarmed || found == 1,1,0,1
!info->tables,1,0,1
free_ptr_offset % sizeof(void *) == 0,1,0,1
maxcount > 0,1,0,1
new_point >= 0,1,0,1
table->in_use != NULL,1,0,1
lev+1 <= m->g->nplus,1,0,1
"! has_old_lock(lock->write.data, data->owner) || ((lock_type <= lock->write.data->type || (lock_type == TL_WRITE && lock->write.data->type == TL_WRITE_LOW_PRIORITY)) && lock->write.data->type != TL_WRITE_DELAYED)",1,0,1
2*sizeof(old_table_name) < sizeof(show_name_buff),1,0,1
test.fired == 1,1,0,1
tabledef_var && conv_table_var,1,0,1
*end == NULL,1,0,1
reader_handle.auto_increment == 4,1,0,1
old_lock_type > new_lock_type,1,0,1
(flags & ~BINLOG_STMT_UNSAFE_ALL_FLAGS) == 0,1,0,1
pos != MY_FILEPOS_ERROR,1,0,1
lock == 0,1,0,1
finish >= start,1,0,1
argc && *argc >= 1,1,0,1
!alarm_queue.elements,1,0,1
last->next == NULL,1,0,1
reader_handle.check_point == 96,1,0,1
mysql->status != MYSQL_STATUS_READY || (mysql->server_status & SERVER_STATUS_LAST_ROW_SENT),1,0,1
is_readonly(),1,0,1
cs_number < array_elements(all_charsets),1,0,1
def_val < typelib.count,1,0,1
result < max_size,1,0,1
ftb_param->depth,1,0,1
"my_memmem(haystack, 1, needle, 3) == NULL",1,0,1
CR_ERROR == 0,1,0,1
dp == NULL || dp == endp,1,0,1
file,1,0,1
cs->number < array_elements(all_charsets),1,0,1
"!memcmp(FRM_STRING, comment_str, strlen(FRM_STRING))",1,0,1
!(block->status & (BLOCK_ERROR | BLOCK_IN_FLUSH | BLOCK_CHANGED)),1,0,1
column_index < size(),1,0,1
to == orig_to + orig_fsize0 + orig_isize0,1,0,1
new_owner->is_empty(),1,0,1
barier - d_shift >= dec->buf,1,0,1
locked == FALSE,1,0,1
my_errno != ESPIPE,1,0,1
mysql,1,0,1
buf0 + (stop1 - start1) <= to->buf + to->len,1,0,1
p0 - buf0 <= len,1,0,1
0 <= target_state && target_state <= STATE_COUNT,1,0,1
g->backrefs,1,0,1
str != NULL,1,0,1
!(MyFlags & (MY_FNABP | MY_NABP)),1,0,1
m_ptr == NULL,1,0,1
MYSQL_USERNAME_LENGTH == USERNAME_LENGTH,1,0,1
!do_left || l_mini_shift <= beg,1,0,1
func == &Arg_comparator::compare_datetime,1,0,1
keyseg->type == HA_KEYTYPE_DOUBLE,1,0,1
hash->get_key,1,0,1
param->use_buffers < SIZE_T_MAX,1,0,1
state != NO_VALUE,1,0,1
c != 0,1,0,1
hash_link->block->hash_link == hash_link,1,0,1
buf0 < to->buf + to->len,1,0,1
*fmt == '$' && print_arr[idx].length < MAX_ARGS,1,0,1
m->pmatch != NULL,1,0,1
"strcmp(values[typelib.count-1], ""default"") == 0",1,0,1
